source:/mnt/hc-storage/users/freyja/get_pangenes/inputs_pseudo_v2_pangenes/PlasmoDB68_PfalciparumDd2_0taxa_2neigh_algMmap_/PlasmoDB-68PfalciparumDd2	PlasmoDB-68_PfalciparumDd2	PlasmoDB-68_Pfalciparum7G8	PlasmoDB-68_PfalciparumHB3	PlasmoDB-68_PfalciparumIT	PlasmoDB-68_PfalciparumKH02	PlasmoDB-68_PfalciparumKE01	PlasmoDB-68_Pfalciparum7G8-2019	PlasmoDB-68_PfalciparumGB4	PlasmoDB-68_PfalciparumKH01	PlasmoDB-68_Pfalciparum3D7	PlasmoDB-68_PfalciparumGA01	PlasmoDB-68_PfalciparumGN01	PlasmoDB-68_PfalciparumCD01	PlasmoDB-68_PfalciparumSN01	PlasmoDB-68_PfalciparumNF166	PlasmoDB-68_PfalciparumNF54	
PfDd2_110046200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110046300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110046400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110046500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110046600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110046700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110046800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110046900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110047000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110047100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110047200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfDd2_110047300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110047400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110047500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110047600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110047700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110047800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110047900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110048000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110048100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110048200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110048300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110048400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110048500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110048600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110048700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110048800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110048900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110049000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110049100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110049200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110049300	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	
PfDd2_110049400	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	
PfDd2_110049500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110049600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110049700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110049800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110049900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110050000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110050100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110050200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110050300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110050400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110050500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110050600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110050700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110050800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110051300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110051400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110051500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110051600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110051700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110051800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110051900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110052000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110052100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110052200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_110052300	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	
PfDd2_110052400	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	
PfDd2_110052500	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	
PF3D7_1150000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_1150100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_1150200	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	
PF3D7_1150300	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	
PF3D7_1150400	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_1200100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_1200200	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	
PF3D7_1200300	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	
PF3D7_1200400	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PF3D7_1200500	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	
PfDd2_120005700	1	0	1	0	0	0	0	1	0	2	1	0	1	0	0	2	
PfDd2_120005800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120005900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120006000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120006100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120006200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120006300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120006400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120006500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120006600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120006700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120006800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120006900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120007000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120007100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120007200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120007300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120007400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120007500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120007600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120007700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120007800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120007900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120008000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120008100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120008200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120008300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120008400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120008500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120008600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120008700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120008800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120008900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1204000	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	
PfDd2_120009000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120009100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120009200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120009300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120009400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120009500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120009600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120009700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120009800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120009900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120010000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120010100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120010200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120010300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120010400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120010500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120010600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120010700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120010800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120010900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120011000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120011100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120011200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120011300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120011400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120011500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120011600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120011700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120011800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120011900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120012000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120012100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120012200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120012300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120012400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120012500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120012600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120012700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120012800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120012900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120013000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120013100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120013200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120013300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120013400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120013500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120013600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120013700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120013800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120013900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120014000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120014100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120014200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120014300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120014400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120014500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	
PfDd2_120014600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120014700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120014800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120014900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120015000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120015100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120015200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120015300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120015400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120015500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120015700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120015800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120015900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120016000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120016100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120016200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120016300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120016400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120016500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120016600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120016700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120016800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120016900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120017000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120017100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120017200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120017300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120017400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120017500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120017600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120017700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120017900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120018000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120018100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120018200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120018300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120018400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120018500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120018600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120018700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120018800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120018900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120019000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120019100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120019200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120019300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120019400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120019500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120019600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120019700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120019800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120019900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120020000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120020100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120020200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120020300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120020400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120020500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120020600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120020700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120020800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120020900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120021000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120021100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120021200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120021300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120021400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120021600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120021700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120021800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120021900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120022000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120022100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120022200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120022300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120022400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120022500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120022600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120022700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120022800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120022900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120023000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120023100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120023200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120023300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120023400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120023500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120023600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120023700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120023800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1219200	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	
PF3D7_1219300	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
PfDd2_120024000	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	
PfDd2_120024100	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	
PfDd2_120024200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120024300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120024400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120024500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120024600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120024700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120024800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120024900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120025000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120025100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120025200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120025300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120025400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120025500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120025600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120025700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120025800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120025900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120026000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120026100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120026200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120026300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120026400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120026500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120026700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120026800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120026900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120027000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120027100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120027200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120027300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120027400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120027500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120027600	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
PfDd2_120027700	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
PfDd2_120027800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120027900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120028000	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120028100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120028200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120028300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120028400	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	
PfDd2_120029100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120029200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120029300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120029400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120029500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120029600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120029700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120029800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120029900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120030000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120030100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120030200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120030300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120030400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120030500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120030600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120030700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120030800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfDd2_120030900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
