	Genome	Gene	Type	Cluster	Occupancy
739	GA01	PfGA01_120060300	RIFIN-A	PfGA01_120060300	1
740	GA01	PfGA01_120060500	RIFIN-A	PfGA01_120060500	1
741	GA01	PfGA01_120060700	RIFIN-A	PfGA01_120060700	1
742	GA01	PfGA01_130005600	RIFIN-A	PfGA01_130005600	3
743	GA01	PfGA01_130005700	RIFIN-A	PfGA01_130005700	1
744	GA01	PfGA01_130005900	RIFIN-B	PfGA01_130005900	1
745	GA01	PfGA01_130006000	RIFIN-A	PfGA01_130006000	2
746	GA01	PfGA01_130006200	RIFIN-B	PfGA01_130006200	1
747	GA01	PfGA01_130006300	RIFIN-A	PfGA01_130006300	1
748	GA01	PfGA01_130006400	RIFIN-B	PfGA01_130006400	1
749	GA01	PfGA01_130078100	RIFIN-B	PF3D7_1372600	15
750	GA01	PfGA01_130078200	RIFIN-B	PfGA01_130078200	1
751	GA01	PfGA01_130078300	RIFIN-B	PfGA01_130078300	1
752	GA01	PfGA01_130078500	RIFIN-A	PfGA01_130078500	1
753	GA01	PfGA01_130078600	RIFIN-B	PfGA01_130078600	1
754	GA01	PfGA01_130078700	RIFIN-A	PfGA01_130078700	1
755	GA01	PfGA01_130079300	RIFIN-B	PfGA01_130079300	1
756	GA01	PfGA01_140005600	RIFIN-A	PfGA01_140005600	1
757	GA01	PfGA01_140006100	RIFIN-B	PfGA01_140006100	1
758	GA01	PfGA01_140006300	RIFIN-A	PfGA01_140006300	1
759	GA01	PfGA01_140084400	RIFIN-A	PF3D7_1253700	13
760	GA01	PfGA01_140084700	RIFIN-B	PF3D7_1254000	3
761	GA01	PfGA01_140084900	RIFIN-A	Pf7G8-2_000119300	3
762	GB4	PfGB4_000006300	RIFIN-B	PfGB4_000006300	1
763	GB4	PfGB4_000006500	RIFIN-A	PF3D7_0700300	8
764	GB4	PfGB4_000006600	RIFIN-A	Pf7G8-2_000215700	9
765	GB4	PfGB4_000006800	RIFIN-A	PfGB4_000006800	1
766	GB4	PfGB4_000007500	RIFIN-A	PF3D7_0222400	9
767	GB4	PfGB4_000007600	RIFIN-B	PfGB4_000007600	1
768	GB4	PfGB4_000007700	RIFIN-A	PfGB4_000007700	1
769	GB4	PfGB4_000007800	RIFIN-A	PfGB4_000007800	1
770	GB4	PfGB4_000007900	RIFIN-B	PfGB4_000007900	1
771	GB4	PfGB4_000008000	RIFIN-A	PfGB4_000008000	1
772	GB4	PfGB4_000008100	RIFIN-A	PfGB4_000008100	1
773	GB4	PfGB4_000008300	RIFIN-A	PfGB4_000008300	1
774	GB4	PfGB4_000010700	RIFIN-B	PfDd2_090042600	9
775	GB4	PfGB4_000010800	RIFIN-A	PfDd2_090042700	6
776	GB4	PfGB4_000010900	RIFIN-A	PfCD01_020006100	2
777	GB4	PfGB4_000012500	RIFIN-A	PF3D7_0201200	10
778	GB4	PfGB4_000012600	RIFIN-A	PfDd2_040006200	9
779	GB4	PfGB4_000012900	RIFIN-B	PfDd2_040005700	5
780	GB4	PfGB4_000013300	RIFIN-A	PfGB4_000013300	1
781	GB4	PfGB4_000013400	RIFIN-B	PfGB4_000013400	1
782	GB4	PfGB4_000013500	RIFIN-A	PfGB4_000013500	1
783	GB4	PfGB4_000013600	RIFIN-B	PfGB4_000013600	1
784	GB4	PfGB4_000013700	RIFIN-A	PfGB4_000013700	1
785	GB4	PfGB4_000014800	RIFIN-B	PfGB4_000014800	1
786	GB4	PfGB4_000015000	RIFIN-A	PfGB4_000015000	1
787	GB4	PfGB4_000015200	RIFIN-B	PfDd2_140005100	4
788	GB4	PfGB4_000015300	RIFIN-A	PfDd2_140005000	4
789	GB4	PfGB4_000015400	RIFIN-B	PfGB4_000015400	2
790	GB4	PfGB4_000015500	RIFIN-B	PfGB4_000015500	1
791	GB4	PfGB4_000015600	RIFIN-A	PfGB4_000015600	1
792	GB4	PfGB4_000015700	RIFIN-B	PfGB4_000015700	1
793	GB4	PfGB4_000015800	RIFIN-A	PfGB4_000015800	1
794	GB4	PfGB4_000016000	RIFIN-A	PfGA01_050037400	2
795	GB4	PfGB4_000016700	RIFIN-A	PfGB4_000016700	1
796	GB4	PfGB4_000016800	RIFIN-B	Pf7G8-2_000184400	3
797	GB4	PfGB4_000017000	RIFIN-A	Pf7G8-2_000184600:pseudogene	5
798	GB4	PfGB4_000017200	RIFIN-A	PF3D7_1373000	8
799	GB4	PfGB4_000017600	RIFIN-B	PfGB4_000017600	1
800	GB4	PfGB4_000017700	RIFIN-A	PfDd2_060036400	5
801	GB4	PfGB4_000018700	RIFIN-A	PF3D7_0115200	6
802	GB4	PfGB4_000019600	RIFIN-A	PF3D7_0937700	6
803	GB4	PfGB4_010005600	RIFIN-A	PfGB4_010005600	1
804	GB4	PfGB4_010005700	RIFIN-A	PfGB4_010005700	1
805	GB4	PfGB4_010018300	RIFIN-B	PF3D7_0114700	16
806	GB4	PfGB4_010018900	RIFIN-A	PfDd2_010018800	2
807	GB4	PfGB4_010019000	RIFIN-A	PfGB4_010019000	1
808	GB4	PfGB4_010019300	RIFIN-A	PfGB4_010019300	1
809	GB4	PfGB4_030005900	RIFIN-A	PfGB4_030005900	2
810	GB4	PfGB4_030006100	RIFIN-A	PfGB4_030006100	1
811	GB4	PfGB4_030006200	RIFIN-B	PfGB4_030006200	2
812	GB4	PfGB4_030006400	RIFIN-A	PfGB4_030006400	2
813	GB4	PfGB4_030006500	RIFIN-A	PfGB4_030006500	3
814	GB4	PfGB4_030006700	RIFIN-A	PF3D7_0300700	8
815	GB4	PfGB4_030030100	RIFIN-A	PfGB4_030030100	1
816	GB4	PfGB4_030030200	RIFIN-A	PfGB4_030030200	1
817	GB4	PfGB4_030030300	RIFIN-B	PfGB4_030030300	1
818	GB4	PfGB4_030030700	RIFIN-A	PF3D7_1101100	4
819	GB4	PfGB4_040005700	RIFIN-A	Pf7G8-2_000403300	4
820	GB4	PfGB4_040005900	RIFIN-A	PfGB4_040005900	1
821	GB4	PfGB4_040006100	RIFIN-A	PfGB4_040006100	1
822	GB4	PfGB4_040006300	RIFIN-A	PfGB4_040006300	1
823	GB4	PfGB4_040006400	RIFIN-A	PfCD01_040005900	3
824	GB4	PfGB4_040007600	RIFIN-A	PF3D7_0402500	16
825	GB4	PfGB4_040018500	RIFIN-A	PfDd2_040018300	6
826	GB4	PfGB4_040030400	RIFIN-A	PfGB4_040030400	2
827	GB4	PfGB4_040030500	RIFIN-A	Pf7G8-2_000049300	9
828	GB4	PfGB4_040030700	RIFIN-B	PF3D7_0900300	9
829	GB4	PfGB4_040030800	RIFIN-A	PF3D7_0632700	9
830	GB4	PfGB4_040030900	RIFIN-B	PfGB4_040030900	1
831	GB4	PfGB4_040031000	RIFIN-B	PfGB4_040031000	1
832	GB4	PfGB4_040031100	RIFIN-B	PfGB4_040031100	1
833	GB4	PfGB4_040031200	RIFIN-A	PfGB4_040031200	2
834	GB4	PfGB4_040031400	RIFIN-A	PF3D7_0425900	6
835	GB4	PfGB4_050005500	RIFIN-A	PfGB4_050005500	1
836	GB4	PfGB4_050005600	RIFIN-B	PfGB4_050005600	2
837	GB4	PfGB4_050005700	RIFIN-A	PfDd2_100045400	6
838	GB4	PfGB4_050006000	RIFIN-B	PF3D7_0500500	12
839	GB4	PfGB4_050038800	RIFIN-A	PfGB4_050038800	3
840	GB4	PfGB4_050039000	RIFIN-B	Pf7G8-2_000247800	3
841	GB4	PfGB4_050039100	RIFIN-A	PfGB4_050039100	1
842	GB4	PfGB4_060022100	RIFIN-A	Pf7G8-2_000170000:pseudogene	4
843	GB4	PfGB4_070005900	RIFIN-A	PfGB4_070005900	1
844	GB4	PfGB4_070006100	RIFIN-A	PfGB4_070006100	1
845	GB4	PfGB4_070006300	RIFIN-A	PfGB4_070006300	1
846	GB4	PfGB4_070006600	RIFIN-A	PfGB4_070006600	1
847	GB4	PfGB4_070006700	RIFIN-B	PfGB4_070006700	1
848	GB4	PfGB4_070006800	RIFIN-A	PfGB4_070006800	2
849	GB4	PfGB4_070006900	RIFIN-B	PfGB4_070006900	1
850	GB4	PfGB4_070007000	RIFIN-A	PF3D7_0701800	15
851	GB4	PfGB4_070017400	RIFIN-A	Pf7G8-2_000196300	7
852	GB4	PfGB4_070018300	RIFIN-A	PF3D7_0713000	14
853	GB4	PfGB4_070036700	RIFIN-B	PF3D7_0731900	15
854	GB4	PfGB4_070036900	RIFIN-A	PfGB4_070036900	4
855	GB4	PfGB4_070037100	RIFIN-A	PfGB4_070037100	2
856	GB4	PfGB4_070037200	RIFIN-A	PfGB4_070037200	1
857	GB4	PfGB4_070037300	RIFIN-A	PfDd2_100045800	8
858	GB4	PfGB4_070037500	RIFIN-A	PfDd2_010005400	10
859	GB4	PfGB4_080037000	RIFIN-A	PfGA01_030031800	4
860	GB4	PfGB4_080037100	RIFIN-A	PF3D7_1300400	16
861	GB4	PfGB4_080037400	RIFIN-A	PfGB4_080037400	1
862	GB4	PfGB4_090005600	RIFIN-A	PfGB4_090005600	1
863	GB4	PfGB4_090005900	RIFIN-B	PfGB4_090005900	1
864	GB4	PfGB4_090006000	RIFIN-A	Pf7G8-2_000183500	4
865	GB4	PfGB4_090006100	RIFIN-A	PfGA01_090005900	2
866	GB4	PfGB4_090006300	RIFIN-A	PfGB4_090006300	1
867	GB4	PfGB4_090006500	RIFIN-A	PF3D7_0901400	3
868	GB4	PfGB4_090006600	RIFIN-A	PF3D7_0901500	3
869	GB4	PfGB4_100005000	RIFIN-A	PF3D7_1150300	3
870	GB4	PfGB4_100005100	RIFIN-A	PfGB4_100005100	1
871	GB4	PfGB4_100005200	RIFIN-A	PfGB4_100005200	1
872	GB4	PfGB4_100005500	RIFIN-B	PF3D7_1254500	4
873	GB4	PfGB4_100005600	RIFIN-A	PfGB4_100005600	1
874	GB4	PfGB4_100005700	RIFIN-B	PfCD01_100006000	5
875	GB4	PfGB4_110006700	RIFIN-A	PfGB4_110006700	1
876	GB4	PfGB4_110007000	RIFIN-A	PfGB4_110007000	1
877	GB4	PfGB4_110007300	RIFIN-B	PfGB4_110007300	1
878	GB4	PfGB4_110007500	RIFIN-A	PfGB4_110007500	1
879	GB4	PfGB4_110007600	RIFIN-A	PfGB4_110007600	1
880	GB4	PfGB4_110007700	RIFIN-A	PF3D7_0732400	7
881	GB4	PfGB4_110007800	RIFIN-B	PfGB4_110007800	1
882	GB4	PfGB4_110008000	RIFIN-A	PfGB4_110008000	1
883	GB4	PfGB4_110008100	RIFIN-A	PF3D7_1101400	5
884	GB4	PfGB4_110055700	RIFIN-A	PfGB4_110055700	1
885	GB4	PfGB4_110056000	RIFIN-A	PfGB4_110056000	1
886	GB4	PfGB4_110056200	RIFIN-A	PfGB4_110056200	1
887	GB4	PfGB4_110056300	RIFIN-A	PfGA01_010019600	4
888	GB4	PfGB4_110056400	RIFIN-A	PfGB4_110056400	2
889	GB4	PfGB4_110056500	RIFIN-A	PfCD01_020006300	3
890	GB4	PfGB4_110056700	RIFIN-B	PfCD01_000006300	4
891	GB4	PfGB4_110056800	RIFIN-B	PfGB4_110056800	1
892	GB4	PfGB4_110056900	RIFIN-B	PfGB4_110056900	1
893	GB4	PfGB4_110057000	RIFIN-B	PfDd2_060036600	4
894	GB4	PfGB4_110057200	RIFIN-A	PfGB4_110057200	1
895	GB4	PfGB4_120005500	RIFIN-A	PfCD01_140086000	3
896	GB4	PfGB4_130005800	RIFIN-A	PfGB4_130005800	1
897	GB4	PfGB4_130005900	RIFIN-A	PfGB4_130005900	2
898	GB4	PfGB4_130006200	RIFIN-B	PfGB4_130006200	1
899	GB4	PfGB4_130006300	RIFIN-A	PF3D7_1400600	3
900	GB4	PfGB4_130006400	RIFIN-A	PfGB4_130006400	1
901	GB4	PfGB4_130006500	RIFIN-B	PfGB4_130006500	1
902	GB4	PfGB4_130077900	RIFIN-B	PF3D7_1372600	15
903	GB4	PfGB4_130078000	RIFIN-A	PfDd2_130077800	9
904	GB4	PfGB4_130078100	RIFIN-B	PfGB4_130078100	1
905	GB4	PfGB4_130078200	RIFIN-A	PF3D7_0900200	8
906	GB4	PfGB4_130078700	RIFIN-B	PfGB4_130078700	1
907	GB4	PfGB4_130078800	RIFIN-B	PfGB4_130078800	1
908	GB4	PfGB4_130078900	RIFIN-B	PfGB4_130078900	1
909	GB4	PfGB4_130079000	RIFIN-A	PfGB4_130079000	1
910	GB4	PfGB4_130079100	RIFIN-A	PfGB4_130079100	1
911	GB4	PfGB4_130079300	RIFIN-A	PfGA01_030005900	4
912	GB4	PfGB4_140005600	RIFIN-A	PF3D7_0833400	6
913	GB4	PfGB4_140006000	RIFIN-B	PfGA01_110053800	2
914	GB4	PfGB4_140006200	RIFIN-A	PF3D7_0833100	3
915	GB4	PfGB4_140006300	RIFIN-A	PfGB4_140006300	1
916	GB4	PfGB4_140006400	RIFIN-A	PfGB4_140006400	1
917	GB4	PfGB4_140006500	RIFIN-B	PfGB4_140006500	3
918	GB4	PfGB4_140006700	RIFIN-A	PfGB4_140006700	1
919	GB4	PfGB4_140006800	RIFIN-A	PfDd2_040006300	7
920	GB4	PfGB4_140085000	RIFIN-B	Pf7G8-2_000552600	5
921	GB4	PfGB4_140085300	RIFIN-A	PfCD01_130005600	3
922	GN01	PfGN01_010005200	RIFIN-A	PfGN01_010005200	1
923	GN01	PfGN01_010005300	RIFIN-B	PfGB4_010019200	3
924	GN01	PfGN01_010005500	RIFIN-A	PF3D7_1373000	8
925	GN01	PfGN01_010005800	RIFIN-B	PfGN01_010005800	1
926	GN01	PfGN01_010005900	RIFIN-A	PfGN01_010005900	1
927	GN01	PfGN01_010006000	RIFIN-A	PfGN01_010006000	1
928	GN01	PfGN01_010006400	RIFIN-B	PfGN01_010006400	1
929	GN01	PfGN01_010018600	RIFIN-B	PF3D7_0114700	16
930	GN01	PfGN01_010019200	RIFIN-A	PfGA01_010019300	6
931	GN01	PfGN01_010019300	RIFIN-B	Pf7G8-2_000119700	3
932	GN01	PfGN01_010019400	RIFIN-A	PfGN01_010019400	1
933	GN01	PfGN01_010019500	RIFIN-A	PfGN01_010019500	2
934	GN01	PfGN01_010019600	RIFIN-B	PfGN01_010019600	1
935	GN01	PfGN01_010019700	RIFIN-A	PfGN01_010019700	1
936	GN01	PfGN01_010019900	RIFIN-A	PfGN01_010019900	1
937	GN01	PfGN01_010020300	RIFIN-A	PfDd2_100045400	6
938	GN01	PfGN01_020005700	RIFIN-A	PfGN01_020005700	1
939	GN01	PfGN01_020005800	RIFIN-B	PF3D7_0632600	6
940	GN01	PfGN01_020006000	RIFIN-A	PfGN01_020006000	2
941	GN01	PfGN01_020006100	RIFIN-B	PfGN01_020006100	1
942	GN01	PfGN01_020006500	RIFIN-A	PfGB4_110056400	2
943	GN01	PfGN01_020006600	RIFIN-A	Pf7G8-2_000049300	9
944	GN01	PfGN01_020006700	RIFIN-A	PF3D7_0201200	10
945	GN01	PfGN01_020027400	RIFIN-A	PF3D7_0222400	9
946	GN01	PfGN01_020027500	RIFIN-B	PfGN01_020027500	1
947	GN01	PfGN01_020027600	RIFIN-B	PfGN01_020027600	1
948	GN01	PfGN01_020027800	RIFIN-A	PfGN01_020027800	1
949	GN01	PfGN01_020028000	RIFIN-B	PfGN01_020028000	1
950	GN01	PfGN01_020028100	RIFIN-A	Pf7G8-2_000285700	5
951	GN01	PfGN01_030005700	RIFIN-A	PfGN01_030005700	1
952	GN01	PfGN01_030005900	RIFIN-A	PfDd2_100045800	8
953	GN01	PfGN01_030006000	RIFIN-A	PfDd2_100045700	2
954	GN01	PfGN01_030006200	RIFIN-B	PfGN01_030006200	1
955	GN01	PfGN01_030006500	RIFIN-A	PF3D7_0300800	11
956	GN01	PfGN01_030030100	RIFIN-A	PfCD01_030029900	3
957	GN01	PfGN01_030030300	RIFIN-A	PfGN01_030030300	1
958	GN01	PfGN01_030030600	RIFIN-A	PfGN01_030030600	1
959	GN01	PfGN01_030030700	RIFIN-A	PF3D7_0937700	6
960	GN01	PfGN01_040005300	RIFIN-B	PfGN01_040005300	1
961	GN01	PfGN01_040005400	RIFIN-A	PfGN01_040005400	2
962	GN01	PfGN01_040005500	RIFIN-B	PfGN01_040005500	1
963	GN01	PfGN01_040005600	RIFIN-A	PfGN01_040005600	1
964	GN01	PfGN01_040006200	RIFIN-A	PF3D7_0300700	8
965	GN01	PfGN01_040007500	RIFIN-A	PF3D7_0402500	16
966	GN01	PfGN01_040007700	RIFIN-A	PF3D7_0402700	16
967	GN01	PfGN01_040018600	RIFIN-A	PfDd2_040018300	6
968	GN01	PfGN01_040026600	RIFIN-A	PF3D7_0421500	12
969	GN01	PfGN01_040030800	RIFIN-B	PfGN01_040030800	1
970	GN01	PfGN01_040030900	RIFIN-A	PfGN01_040030900	1
971	GN01	PfGN01_040031000	RIFIN-B	PfGN01_040031000	1
972	GN01	PfGN01_040031200	RIFIN-A	PfGN01_040031200	1
973	GN01	PfGN01_040031400	RIFIN-A	PfGN01_040031400	1
974	GN01	PfGN01_040031900	RIFIN-A	PF3D7_0223400	7
975	GN01	PfGN01_050005000	RIFIN-A	PfGN01_050005000	1
976	GN01	PfGN01_050005100	RIFIN-B	PfGN01_050005100	1
977	GN01	PfGN01_050005300	RIFIN-A	PfGN01_050005300	1
978	GN01	PfGN01_050005500	RIFIN-B	PfGN01_050005500	1
979	GN01	PfGN01_050005600	RIFIN-A	PfGN01_050005600	1
980	GN01	PfGN01_050005700	RIFIN-B	Pf7G8-2_000120000:pseudogene	4
981	GN01	PfGN01_050037700	RIFIN-A	PfGN01_050037700	1
982	GN01	PfGN01_060006200	RIFIN-A	PfGN01_060006200	1
983	GN01	PfGN01_060006300	RIFIN-A	PfGN01_060006300	1
984	GN01	PfGN01_060006400	RIFIN-B	PfGN01_060006400	1
985	GN01	PfGN01_060006500	RIFIN-A	PfGN01_060006500	1
986	GN01	PfGN01_060023400	RIFIN-A	PF3D7_0712500	14
987	GN01	PfGN01_060038000	RIFIN-A	PfGN01_060038000	1
988	GN01	PfGN01_060038200	RIFIN-B	PF3D7_0900300	9
989	GN01	PfGN01_060038300	RIFIN-A	Pf7G8-2_000184300	3
990	GN01	PfGN01_060038500	RIFIN-B	PfGB4_000015400	2
991	GN01	PfGN01_070005400	RIFIN-A	PfGN01_070005400	1
992	GN01	PfGN01_070005700	RIFIN-B	PfGN01_070005700	1
993	GN01	PfGN01_070005800	RIFIN-A	PfGN01_070005800	1
994	GN01	PfGN01_070006400	RIFIN-A	PfGN01_070006400	1
995	GN01	PfGN01_070006700	RIFIN-B	PF3D7_1254500	4
996	GN01	PfGN01_070006800	RIFIN-A	PF3D7_0701800	15
997	GN01	PfGN01_070017100	RIFIN-B	PfGN01_070017100	1
998	GN01	PfGN01_070018000	RIFIN-A	PF3D7_0713000	14
999	GN01	PfGN01_070036600	RIFIN-B	PF3D7_0731900	15
1000	GN01	PfGN01_070036800	RIFIN-A	PfGN01_070036800	1
1001	GN01	PfGN01_070036900	RIFIN-B	PfGN01_070036900	1
1002	GN01	PfGN01_070037100	RIFIN-A	PF3D7_1254700	5
1003	GN01	PfGN01_080005500	RIFIN-A	PfGN01_080005500	1
1004	GN01	PfGN01_080005600	RIFIN-B	PfGN01_080005600	1
1005	GN01	PfGN01_080005800	RIFIN-A	PfGN01_080005800	1
1006	GN01	PfGN01_080006000	RIFIN-B	PfGN01_080006000	1
1007	GN01	PfGN01_080006100	RIFIN-A	PfGA01_100005700	3
1008	GN01	PfGN01_080006300	RIFIN-B	PfGN01_080006300	2
1009	GN01	PfGN01_080006400	RIFIN-A	PF3D7_0800500	3
1010	GN01	PfGN01_080038000	RIFIN-B	PfGN01_080038000	1
1011	GN01	PfGN01_080038100	RIFIN-A	PfGN01_080038100	1
1012	GN01	PfGN01_080038300	RIFIN-A	PfGN01_080038300	1
1013	GN01	PfGN01_090005900	RIFIN-A	PfGN01_090005900	1
1014	GN01	PfGN01_090006000	RIFIN-B	PfGB4_050005600	2
1015	GN01	PfGN01_090006100	RIFIN-A	PfGN01_090006100	1
1016	GN01	PfGN01_090006200	RIFIN-B	Pf7G8-2_000249400:pseudogene	3
1017	GN01	PfGN01_090006500	RIFIN-A	PfDd2_090006900	6
1018	GN01	PfGN01_090042500	RIFIN-A	PF3D7_0937300	4
1019	GN01	PfGN01_090042600	RIFIN-B	PF3D7_0937400	4
1020	GN01	PfGN01_090042700	RIFIN-A	PfGN01_090042700	1
1021	GN01	PfGN01_090042800	RIFIN-A	PF3D7_1300400	16
1022	GN01	PfGN01_090043000	RIFIN-A	PfGN01_090043000	1
1023	GN01	PfGN01_100005700	RIFIN-A	PfGN01_100005700	1
1024	GN01	PfGN01_100006000	RIFIN-A	PfGN01_100006000	1
1025	GN01	PfGN01_100006200	RIFIN-A	PfGN01_100006200	2
1026	GN01	PfGN01_100006300	RIFIN-B	PF3D7_1000600	8
1027	GN01	PfGN01_100045000	RIFIN-A	PfGN01_100045000	3
1028	GN01	PfGN01_100045100	RIFIN-A	PfGN01_100045100	1
1029	GN01	PfGN01_100045300	RIFIN-A	PfGN01_100045300	1
1030	GN01	PfGN01_100045400	RIFIN-A	PfGB4_030006500	3
1031	GN01	PfGN01_100045500	RIFIN-A	PfGN01_100045500	1
1032	GN01	PfGN01_100045600	RIFIN-B	PfGN01_100045600	1
1033	GN01	PfGN01_100045800	RIFIN-A	Pf7G8-2_000094100	6
1034	GN01	PfGN01_110005900	RIFIN-A	PfGA01_030005900	4
1035	GN01	PfGN01_110006100	RIFIN-B	PfGN01_110006100	1
1036	GN01	PfGN01_110006200	RIFIN-A	PfGN01_110006200	1
1037	GN01	PfGN01_110054000	RIFIN-A	PfGN01_110054000	2
1038	GN01	PfGN01_110054100	RIFIN-A	PfGN01_110054100	1
1039	GN01	PfGN01_110054200	RIFIN-A	PfGN01_110054200	1
1040	GN01	PfGN01_110054400	RIFIN-A	PfGN01_110054400	1
1041	GN01	PfGN01_120006000	RIFIN-A	PfGN01_120006000	1
1042	GN01	PfGN01_120006100	RIFIN-B	PfGN01_120006100	1
1043	GN01	PfGN01_120006200	RIFIN-A	PF3D7_0223100	4
1044	GN01	PfGN01_120006500	RIFIN-B	PfGN01_120006500	3
1045	GN01	PfGN01_120006600	RIFIN-A	PfGN01_120006600	2
1046	GN01	PfGN01_120007200	RIFIN-A	PfGN01_120007200	1
1047	GN01	PfGN01_120060300	RIFIN-A	PfDd2_120005000	3
1048	GN01	PfGN01_120060400	RIFIN-B	PfGN01_120060400	1
1049	GN01	PfGN01_120060500	RIFIN-B	PfGN01_120060500	1
1050	GN01	PfGN01_120060700	RIFIN-A	PfGN01_120060700	2
1051	GN01	PfGN01_120060900	RIFIN-A	PF3D7_0700300	8
1052	GN01	PfGN01_120061000	RIFIN-A	PF3D7_0700200	5
1053	GN01	PfGN01_120061400	RIFIN-A	PfCD01_000007800	2
1054	GN01	PfGN01_120061600	RIFIN-A	PfGN01_120061600	1
1055	GN01	PfGN01_130005600	RIFIN-A	PfGN01_130005600	1
1056	GN01	PfGN01_130005800	RIFIN-A	PfGN01_130005800	1
1057	GN01	PfGN01_130005900	RIFIN-A	PfGN01_130005900	1
1058	GN01	PfGN01_130006100	RIFIN-B	PfGN01_130006100	1
1059	GN01	PfGN01_130006200	RIFIN-A	PfGN01_130006200	1
1060	GN01	PfGN01_130006300	RIFIN-B	PfCD01_000006300	4
1061	GN01	PfGN01_130006500	RIFIN-A	PfGN01_130006500	3
1062	GN01	PfGN01_130006700	RIFIN-A	PfGA01_130006000	2
1063	GN01	PfGN01_130007000	RIFIN-B	PfGN01_130007000	1
1064	GN01	PfGN01_130007100	RIFIN-B	PfCD01_130005900	6
1065	GN01	PfGN01_130078600	RIFIN-B	PfGN01_130078600	1
1066	GN01	PfGN01_130078700	RIFIN-A	PfDd2_130077800	9
1067	GN01	PfGN01_130079000	RIFIN-A	PfGN01_130079000	1
1068	GN01	PfGN01_130079100	RIFIN-A	PfGN01_130079100	1
1069	GN01	PfGN01_130079300	RIFIN-A	PfGN01_130079300	1
1070	GN01	PfGN01_140005000	RIFIN-A	PF3D7_0100400	5
1071	GN01	PfGN01_140005200	RIFIN-A	PfGA01_130005600	3
1072	GN01	PfGN01_140005300	RIFIN-A	PF3D7_0732400	7
1073	GN01	PfGN01_140005400	RIFIN-A	PfGN01_140005400	1
1074	GN01	PfGN01_140005500	RIFIN-A	PfGN01_140005500	1
1075	GN01	PfGN01_140005600	RIFIN-B	PfGN01_140005600	1
1076	GN01	PfGN01_140005700	RIFIN-B	PfGN01_140005700	1
1077	GN01	PfGN01_140005800	RIFIN-A	PfGN01_140005800	1
1078	GN01	PfGN01_140005900	RIFIN-A	PfGN01_140005900	1
1079	GN01	PfGN01_140084800	RIFIN-A	PfGN01_140084800	1
1080	GN01	PfGN01_140085100	RIFIN-B	PF3D7_0500400	6
1081	GN01	PfGN01_140085200	RIFIN-A	PF3D7_0632700	9
1082	GN01	PfGN01_140085300	RIFIN-A	PfDd2_040005200	4
1083	GN01	PfGN01_140085500	RIFIN-A	PF3D7_0100200	4
1084	HB3	PfHB3_000006700	RIFIN-B	PfHB3_000006700	1
1085	HB3	PfHB3_000007000	RIFIN-A	PfHB3_000007000	1
1086	HB3	PfHB3_000008600	RIFIN-A	PfHB3_000008600	1
1087	HB3	PfHB3_000011300	RIFIN-B	PfDd2_090042600	9
1088	HB3	PfHB3_010005500	RIFIN-A	PfHB3_010005500	1
1089	HB3	PfHB3_010005800	RIFIN-B	PfHB3_010005800	1
1090	HB3	PfHB3_010005900	RIFIN-A	PfHB3_010005900	1
1091	HB3	PfHB3_010006000	RIFIN-A	PfHB3_010006000	1
1092	HB3	PfHB3_010006100	RIFIN-B	Pf7G8-2_000036000	6
1093	HB3	PfHB3_010019000	RIFIN-A	PfGA01_010019300	6
1094	HB3	PfHB3_010019100	RIFIN-B	PfHB3_010019100	2
1095	HB3	PfHB3_010019400	RIFIN-A	PfHB3_010019400	1
1096	HB3	PfHB3_020005800	RIFIN-A	PfHB3_020005800	4
1097	HB3	PfHB3_020006000	RIFIN-A	PfGA01_030031800	4
1098	HB3	PfHB3_020026400	RIFIN-A	PfHB3_020026400	1
1099	HB3	PfHB3_030028200	RIFIN-A	PfHB3_030028200	1
1100	HB3	PfHB3_030028300	RIFIN-B	PfHB3_030028300	1
1101	HB3	PfHB3_030028400	RIFIN-B	PfGB4_140006500	3
1102	HB3	PfHB3_030028500	RIFIN-A	PfHB3_030028500	2
1103	HB3	PfHB3_030028600	RIFIN-A	PfHB3_030028600	1
1104	HB3	PfHB3_030028900	RIFIN-A	PfCD01_030005800	4
1105	HB3	PfHB3_030029200	RIFIN-A	PfGA01_080036600	3
1106	HB3	PfHB3_030029300	RIFIN-A	PfHB3_030029300	1
1107	HB3	PfHB3_040005100	RIFIN-A	PfGA01_010019600	4
1108	HB3	PfHB3_040006300	RIFIN-A	PF3D7_0402500	16
1109	HB3	PfHB3_040017200	RIFIN-A	PfDd2_040018300	6
1110	HB3	PfHB3_040024900	RIFIN-A	PF3D7_0421500	12
1111	HB3	PfHB3_040029000	RIFIN-B	PF3D7_1372600	15
1112	HB3	PfHB3_040029100	RIFIN-A	PfCD01_040030900	5
1113	HB3	PfHB3_040029200	RIFIN-B	PfHB3_040029200	2
1114	HB3	PfHB3_040029400	RIFIN-A	PF3D7_0900200	8
1115	HB3	PfHB3_050005300	RIFIN-A	PfHB3_050005300	1
1116	HB3	PfHB3_050005400	RIFIN-A	PfHB3_050005400	1
1117	HB3	PfHB3_050005700	RIFIN-B	PfHB3_050005700	1
1118	HB3	PfHB3_050005800	RIFIN-B	PF3D7_0500500	12
1119	HB3	PfHB3_050037600	RIFIN-B	PF3D7_0532900	15
1120	HB3	PfHB3_050037900	RIFIN-A	PfGB4_050038800	3
