source:/mnt/hc-storage/users/freyja/get_pangenes/inputs_for_growth_pangenes/PlasmoDB68_PfalciparumNF135C10_0taxa_2neigh_algMmap_/PlasmoDB-68PfalciparumNF135C10	PlasmoDB-68_PfalciparumNF135C10	PlasmoDB-68_Pfalciparum7G8-2019	PlasmoDB-68_PfalciparumIT	PlasmoDB-68_Pfalciparum7G8	PlasmoDB-68_PfalciparumNF166	PlasmoDB-68_PfalciparumDd2	PlasmoDB-68_PfalciparumHB3	PlasmoDB-68_PfalciparumKH02	PlasmoDB-68_Pfalciparum3D7	PlasmoDB-68_PfalciparumSD01	PlasmoDB-68_PfalciparumKE01	PlasmoDB-68_PfalciparumNF54	PlasmoDB-68_PfalciparumSN01	PlasmoDB-68_PfalciparumGB4	PlasmoDB-68_PfalciparumKH01	PlasmoDB-68_PfalciparumGN01	PlasmoDB-68_PfalciparumGA01	PlasmoDB-68_PfalciparumCD01	PlasmoDB-68_PfalciparumTG01	PlasmoDB-68_PfalciparumML01	
PfNF135_140007300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140007400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140007500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140007600	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	
PfNF135_140007700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140007800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140007900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140008000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140008100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140008200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140008300	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	
PfNF135_140008400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PF3D7_1403000	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140008600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140008700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1403300	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	
PfNF135_140008900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140009000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140009100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140009200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1403800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	
PfNF135_140009400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140009500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140009600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140009700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140009800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140009900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140010000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140010100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140010200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140010300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140010400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140010500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140010600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140010700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140010800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1405400	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140011000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140011100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140011200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140011300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140011400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140011500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140011600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140011700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	
PfNF135_140011800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140011900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140012000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140012100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140012200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140012300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140012400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140012500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140012600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140012700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140012800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140012900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140013000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140013100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140013200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140013300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140013400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140013500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140013600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140013700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140013800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140013900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140014000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140014100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1408700	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	
PfNF135_140014300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140014400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140014500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140014600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140014700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140014800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140014900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1409500	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	
PfNF135_140015100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140015200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140015300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140015400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140015500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140015600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140015700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140015800	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140015900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140016000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140016100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140016200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140016300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140016400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140016500	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140016600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140016700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140016800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140016900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1411500	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	0	
PfNF135_140017100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140017200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140017300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	
PfNF135_140017400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140017500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140017600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140017700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140017800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140017900	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	
PfNF135_140018000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140018100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140018200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140018300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140018400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140018500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140018600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140018700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140018800	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140018900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140019000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140019100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140019200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140019300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140019400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140019500	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1414100	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140019700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140019800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140019900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140020000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140020100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140020200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140020300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140020400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140020500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140020600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140020700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140020800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140020900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1415500	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140021100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140021200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140021300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140021400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140021500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140021600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140021700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140021800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140021900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140022000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140022100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140022200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140022300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140022400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140022500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140022600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140022700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1417300	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	
PfNF135_140023000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140023100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140023200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140023300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140023400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140023500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140023600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140023700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140023800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140024300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140024400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140024500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140024600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140024700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140024800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140024900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140025000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140025100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140025200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140025300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140025400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140025500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140025600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140025700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140025800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140025900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140026000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140026100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140026200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140026300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140026400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140026500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140026600	1	1	1	0	1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	1	
PfNF135_140026700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	
PfNF135_140026800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140026900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140027000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140027100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140027200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140027300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140027400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140027500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140027600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PF3D7_1422400	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	
PfNF135_140027800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140027900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140028000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140028100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140028200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140028300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140028400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1423200	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140028600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140028700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140028800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140028900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140029000	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	
PfNF135_140029100	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	
PfNF135_140029200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140029300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140029400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140029500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140029600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140029700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140029800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140029900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1425800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140030100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140030200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140030300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140030400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140030500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140030600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140030700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140030800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	
PfNF135_140030900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140031000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140031100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140031200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140031300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PF3D7_1427200	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140031500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140031600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140031700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140031800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140031900	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
PfNF135_140032000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140032100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140032200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140032300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140032400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140032500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140032600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1428500	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140032800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140032900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140033000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PF3D7_1428900	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	
PfNF135_140033200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140033300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140033400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140033500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140033600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
PfNF135_140033700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140033800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140033900	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
PfNF135_140034000	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
PfNF135_140034100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
